Explicit,Artist_followers,Track_number_on_album,Acousticness,Danceability,Energy,Liveness,Loudness,Speechiness,Tempo,Mode,Key,Valence
1.1128820307935217,1.0129708256045258,-0.7036233157881077,-0.2535075987753039,-0.05690030569159086,-0.2573505639139104,-0.3217975965499331,-0.2871108566536272,1.2953664462396166,2.1320899377250297,0.8654477889979504,0.4789652645935951,0.20909636545158863
-0.8983562606022598,0.17255820283585654,-0.7036233157881077,0.7981705082526057,0.4242135648172374,-0.6885883454567049,-0.49268232518775323,0.28279582263216824,-0.811101839879721,-0.9101194911868433,0.8654477889979504,0.7523378595040908,0.7749568569061115
-0.8983562606022598,-0.658039190199302,-0.7036233157881077,0.7643816534083357,0.22315105176877184,0.7837806515251228,0.01997186072570693,0.8933816350790212,-0.6540927210513255,-0.6777201394658945,-1.155199137815846,1.0257104544145865,1.1387243156983053
-0.8983562606022598,-0.4717405100006252,1.732315728150831,-0.6192719524645288,-1.528965133367855,0.5065563633904687,-0.41095484627401324,0.39845218161948853,-0.6091117302518393,2.5935471695390206,0.8654477889979504,0.7523378595040908,-1.555849453132758
-0.8983562606022598,0.029318693771132515,-0.7036233157881077,-0.6838931373541955,0.3308631123304498,-1.1383077462084765,1.0972886282250076,-0.8239158883671901,-0.6014734487953227,-0.1428173612705026,0.8654477889979504,-1.4346428997798748,-1.8064448136340472
-0.8983562606022598,0.9496653456876775,-0.7036233157881077,0.4771763872320391,0.6755417061278185,-0.07869491156046676,-0.5929842311273433,0.0726203013000378,-0.41900339177853885,-0.7417761505728764,0.8654477889979504,0.4789652645935951,-0.1861077873103008
1.1128820307935217,2.437205820161069,3.153280170448545,-0.5069240101073303,1.7167582915573723,-0.9534915541187076,-0.009747222515652904,-1.2131593586141711,1.337801343220264,0.39295419954814553,-1.155199137815846,1.0257104544145865,0.5593909553996267
-0.8983562606022598,-0.43583915100557663,-0.5006283954598628,1.9850040346575961,-2.3763000097863873,-0.4852905341579586,-0.6472215580428253,-0.4346724181202083,-0.5972299590972581,-1.2431639683403595,0.8654477889979504,1.2990830493250822,0.02496715791479911
-0.8983562606022598,0.9261003688662004,-0.7036233157881077,-0.8068000968502284,0.9268698474384004,1.030202240978148,-0.18063195115347314,0.8080352184469988,-0.42154948559737776,-0.5104794844891369,0.8654477889979504,-1.161270304869379,0.6447191247459438
-0.8983562606022598,1.0129708256045258,2.7472903297920555,0.8488537905190111,0.6037336657533673,1.128770876759359,-0.8129054471134074,0.14440700687837407,-0.09649817472561853,-0.9776172180705701,-1.155199137815846,-1.4346428997798748,0.4336441795208436
1.1128820307935217,-0.5306147162743254,0.10835636552487189,-0.3506505564525808,0.7545305505397165,-0.023250053933535967,-0.3663762214119732,0.05786414515338043,-0.5471567806600941,0.7912242028784116,0.8654477889979504,-1.4346428997798748,-0.5992757651977307
-0.8983562606022598,2.437205820161069,1.5293208078225862,-0.9172896521909918,0.7329881384273801,-0.10333707050576935,1.290462669293848,0.16833590873782023,-0.646454439594809,-0.6100887537170517,0.8654477889979504,-1.161270304869379,-0.5274204646955689
-0.8983562606022598,0.4026004684533293,-0.29763347513161786,-0.1605882479535609,1.1710171847115372,0.8453860488883792,-0.13605332629143307,1.3508224756254228,-0.4393721423292496,-0.6754145240426384,-1.155199137815846,0.7523378595040908,1.879732102126848
-0.8983562606022598,-0.5414309945547826,-0.7036233157881077,-0.6395452653710909,-0.5810990004250894,0.9993995422965196,-0.1583426387224531,0.4849950433444836,-0.7313242335561038,-0.9791877097356864,-1.155199137815846,0.2055926696830994,0.05640385188449488
-0.8983562606022598,-0.9152478848461488,0.3113512858531168,-0.6952968758641367,-0.13588915010348723,1.2458211317495453,-0.13605332629143307,0.908137791225679,-0.7907330893290101,-0.5763733049914677,0.8654477889979504,-1.4346428997798748,1.026450408663678
-0.8983562606022598,-0.02187963334137284,-0.5006283954598628,-0.7003652040907772,-1.428433876843622,-0.928849395173405,1.1864458779490876,0.028351832860063566,-0.7533903799860405,0.3890112630272151,-1.155199137815846,-0.341152520137892,-1.3133378139379623
1.1128820307935217,-0.22204672126350206,-0.09463855480337299,-0.6927627117508165,1.709577487519927,0.18004775736521028,-0.4035250754636732,0.3968569214955257,0.9728612291866964,0.16135680101789387,0.8654477889979504,1.572455644235578,-1.4076478958470497
1.1128820307935217,2.868678992858423,0.10835636552487189,-0.7780795702325987,-0.2938668389272816,0.6297671581169817,0.8521061914837872,0.1695323538307929,0.9983221673750848,1.2329333373714693,-1.155199137815846,0.2055926696830994,0.5144813925857756
-0.8983562606022598,-0.7048092704105328,-0.7036233157881077,-0.9342263156816824,-0.3010476429647268,1.824911866964156,-0.8909180406219774,1.1139263472169114,-0.3986346412278281,-0.24246004521469666,0.8654477889979504,1.572455644235578,-0.5139475958514136
